width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,slope,elevation_min,elevation_max,elevation_range,elevation_mean,relative_elevation_mean,relative_elevation_max,slope_r_mean,slope_r_max,local_slope_mean,local_slope_max,curvature_mean,curvature_max,local_curvature_mean,local_curvature_max,dist_along_range,channel_dist_along,ridge1_dist_along,floodplain1_dist_along,ridge2_dist_along,floodplain2_dist_along,channel_elevation,ridge1_elevation,floodplain1_elevation,ridge2_elevation,floodplain2_elevation,reach_id,node_id,discharge_value,corrected_discharge,XGB_depth,floodplain1_dist_to_river_center,floodplain2_dist_to_river_center,ridge1_slope,ridge2_slope,gamma1,gamma2,gamma_mean,a_b_1,a_b_2,a_b,corrected_denominator,superelevation1,superelevation2,superelevation_mean,lambda_original,single_side_measurement,geometry,river_name,median_ortho_height,wse_is2,interpolated_wse,lower_ridge,is_reflected,partial_data_flag,lambda,lambda_diff,has_measurement
101.0,49.0,1.0417731994791362,101.0,127509,1.0,1.0,7380.464148806128,1383.3351324533703,0.0003305314466095,6.44,12.71,6.2700000000000005,9.384569732937686,2.944569732937685,6.2700000000000005,0.0038095238095016,0.1546666666635719,0.0001785714285711,0.1546666666635719,-2.9850746391657753e-07,0.0051555555553492,2.985074625537943e-07,0.0051555555553492,10079.99999999982,5067.183483870876,4920.297290322493,3787.175225806384,5256.037161290229,5675.711999999898,7.0,11.041387354837015,7.8,11.123900903226918,9.6957119999995,61302000051,61302000050361,528.803,2823.532026235184,10.147775,1280.0082580644926,608.5285161290212,0.0028605809148731,0.0034030844074794,8.654489441825245,10.29579618637611,9.475142814100678,0.2714914609564914,0.2796226570452796,0.2755570590008855,10.147775,0.3194185281834703,0.1407391180064022,0.2300788230949363,2.1800297110256053,False,POINT (-8049335.127233071 1008006.712398106),VENEZ_2023,,,8.286353094629256,11.041387354837015,False,False,2.180029707324727,-3.7008782705072463e-09,True
67.0,113.9591836734694,1.250660932014941,67.0,127913,1.0,1.0,7378.575151996215,1290.6393376988856,0.0003305314466095,7.0,14.76,7.76,9.650401785714283,2.650401785714286,7.76,0.0051883408071729,0.2523333333331383,0.0006591928251101,0.2523333333331383,-6.506506506524198e-07,0.0084111111110981,-9.509509510008624e-07,0.0084111111110981,6689.999999999917,3349.114709677378,3195.9209032257663,2290.6847741935194,3544.0886451612464,3864.402967741887,11.823278408483556,10.96144632257839,7.877123182795454,12.495894752689876,9.995597032258113,61302000051,61302000050381,528.803,2823.532026235184,12.3061905,1058.4299354838586,515.2882580645091,0.003407202869458,0.007805763078223,10.308256307858608,23.615795587053604,16.962025947456105,0.2110571305210077,0.3357462802714107,0.2734017053962092,12.3061905,0.2506318376741311,0.2031739814552492,0.2269029095646901,3.848733049245902,False,POINT (-8049232.126583658 1007624.0436028953),VENEZ_2023,,,8.364137068003505,10.96144632257839,False,False,3.8487330395895607,-9.656341504182821e-09,True
117.0,243.1428571428571,1.250660932014941,117.0,128327,1.0,1.0,7376.686155186303,1290.6393376988856,0.0003305314466095,7.0,12.74,5.74,8.930641025641027,1.9306410256410256,5.74,0.0055029991430861,0.1563333333317598,8.397600685484128e-05,0.1499999999984902,9.507445589185455e-06,0.0049999999998993,9.507445589826127e-06,0.0052111111110972,11670.00000000008,5866.47135483875,5745.002967741975,4335.9696774193835,6109.408129032299,6911.099483871014,7.0,11.49,7.794676774193552,11.173551225805497,9.88479931182808,61302000051,61302000050401,528.803,2823.532026235184,10.411409,1530.5016774193664,1044.628129032264,0.0026225946885455,0.0016075412371499,7.9344785963555795,4.863504679024333,6.3989916376899565,0.2925784216859261,0.262183998203523,0.2773812099447246,10.411409,0.3549301757145885,0.1237826613071694,0.239356418510879,1.531639721878493,False,POINT (-8049419.153124502 1007308.5607118838),VENEZ_2023,,,8.443846387253354,11.173551225805497,False,False,1.531639720478532,-1.3999608139414475e-09,True
63.0,100.25,1.245600233542412,63.0,128724,1.0,1.0,7374.639741975564,1028.960510812631,0.0003305314466095,7.0,12.37,5.369999999999999,9.355,2.355,5.369999999999999,0.0058197767145033,0.162666666667071,-1.5948963438772751e-06,0.1223333333313658,2.1367521333378513e-07,0.004877777777802,-2.1367521398758458e-07,0.0054222222222491,6269.999999999914,3164.9611612902786,3334.642193548341,4561.566580645098,3073.5944516128607,1546.4651612903012,7.0,10.73535780645163,9.109399483870137,12.1479572903258,7.98,61302000051,61302000050421,528.803,2823.532026235184,10.651219,1396.605419354819,1618.4959999999774,0.0013252310723921,0.0027292759781433,4.009394827590411,8.257235449575363,6.133315138582887,0.207964917598997,0.3405881867172239,0.2742765521581105,10.651219,0.1526546700975252,0.3913127023607157,0.2719836862291205,1.6681616613763546,False,POINT (-8049799.514662788 1007178.1121245858),VENEZ_2023,8.415784931817509,8.415784931817509,8.520277924787758,10.73535780645163,False,False,1.6681616601966427,-1.179711883736445e-09,True
67.0,37.55555555555556,1.3232836687412914,67.0,129103,1.0,1.0,7372.750745165651,1016.1336431387772,0.0003305314466095,7.0,11.22,4.220000000000001,9.4003125,2.4003124999999996,4.220000000000001,0.0066502242152442,0.1296666666659276,0.0004947683109224,0.121666666669776,9.509509505364832e-07,0.0042111111110596,-9.5095095076465e-07,0.0054555555554952,6689.999999999898,3307.3345806451107,3181.9941935483384,2012.1505806451305,,,7.0,10.983352688173529,8.143548258063772,,,61302000051,61302000050441,528.803,2823.532026235184,12.3061905,1295.1839999999802,,0.0024275077423679,,7.344256551891404,,7.344256551891404,0.1942210719235009,,0.1942210719235009,12.3061905,0.2307622679910372,,0.2307622679910372,1.6947773000712163,True,POINT (-8049865.653124222 1006849.6591584886),VENEZ_2023,9.069767316124436,9.069767316124436,8.593231177968725,10.983352688173529,False,True,1.6947772986224954,-1.4487209210045646e-09,True
61.5,52.25,1.47865053913905,61.5,129520,1.0,1.0,7370.704331954913,990.4799077910702,0.0003305314466095,7.0,14.65,7.65,9.539854368932035,2.539854368932038,7.65,0.0071300813008092,0.1886666666676533,0.0002975609755968,0.1616666666670244,-1.6339869281250057e-07,0.0062222222222873,-1.6339869389647393e-07,0.0101555555553459,6150.000000000184,2963.5593548387983,2745.9154838710497,2246.614838709744,3450.0574193549414,3898.1477419356,7.0,10.616948387096146,8.322256774193574,10.84,10.332469677419317,61302000051,61302000050461,528.803,2823.532026235184,10.651219,716.9445161290541,934.588387096802,0.0045958114225256,0.0011326518245809,13.90430916534031,3.4267596508572415,8.665534408098775,0.1824645616384397,0.2034059781001474,0.1929352698692936,10.651219,0.2154393420041942,0.0476499753296484,0.1315446586669213,1.1399047682144077,False,POINT (-8049937.241852082 1006467.2741807709),VENEZ_2023,8.403793808669379,8.403793808669379,8.673478381346126,10.616948387096146,False,False,1.1399047658798158,-2.334591853170309e-09,True
67.0,253.55555555555551,1.103601554191702,67.0,131120,1.0,1.0,7362.990928314437,1297.7994413957256,0.0003305314466095,7.0,12.3,5.300000000000001,10.01138392857143,3.011383928571429,5.300000000000001,0.005127055306417,0.1400000000012987,0.0004304932735769,0.1400000000012987,2.002001995934697e-07,0.0046666666667532,-2.0020019863066885e-07,0.0046666666667532,6690.000000000052,3446.6016774193813,3181.994193548411,1942.5170322580789,3558.015354838737,3878.329677419385,7.5,11.53,8.54748296774177,12.149872043012122,10.59943591397858,61302000051,61302000050541,528.803,2823.532026235184,12.3061905,1504.0846451613024,431.7280000000037,0.0024062702589429,0.0048403584070232,7.280004016639876,14.644169130272676,10.962086573456276,0.2071839475844128,0.2575546974124869,0.2323693224984498,12.3061905,0.2423590819805877,0.1259883088136448,0.1841736953971162,2.018927998247459,False,POINT (-8050540.143325013 1005785.3373524317),VENEZ_2023,,,8.9803548724842,11.53,False,False,2.018927993496554,-4.750905002737227e-09,True
58.5,365.0,1.025724262486232,58.5,131510,1.0,1.0,7361.25934790535,822.0993622557471,0.0003305314466095,7.5,12.31,4.8100000000000005,10.179285714285712,2.679285714285714,4.8100000000000005,0.003902564102562,0.1256666666669162,0.0006376068376055,0.1256666666669162,-3.436426117858344e-07,0.0036333333333491,-3.436426116999492e-07,0.0047444444444618,5850.000000000289,2867.707741935625,2270.982580645273,566.0535483871245,3013.8445161291806,3293.940000000163,8.0,10.35,8.158684516129085,11.054621935483713,10.497980000000044,61302000051,61302000050561,528.803,2823.532026235184,10.71255,2301.6541935485006,426.23225806453775,0.0012852825197558,0.0019873291986126,3.888533248318451,6.012526853339112,4.950530050828782,0.1208716862745931,0.1866470558629464,0.1537593710687698,10.71255,0.2045559165531002,0.0519616651015554,0.1282587908273278,0.6349489997965142,False,POINT (-8050800.169839625 1005505.1645883145),VENEZ_2023,,,9.055156017199106,10.35,False,False,0.6349489982736496,-1.522864612191199e-09,True
67.0,80.22222222222221,1.0316494603369504,67.0,131907,1.0,1.0,7359.370351095437,942.4567034411912,0.0003305314466095,7.7,16.59,8.89,10.305625,2.605625,8.89,0.0054005979073255,0.161666666667419,0.0004768310911947,0.161666666667419,-6.033243224331951e-17,0.005388888888939,7.736397858673863e-16,0.005388888888939,6689.999999999847,3307.3345806450866,3181.9941935483153,1677.9095483870592,,,9.685757204272315,10.99,9.02,,,61302000051,61302000050581,528.803,2823.532026235184,12.3061905,1629.4250322580274,,0.0013097667109546,,3.9626084730813456,,3.9626084730813456,0.1510378255104419,,0.1510378255104419,12.3061905,0.1600820335098827,,0.1600820335098827,0.6343424227960999,True,POINT (-8050980.833389853 1005147.0119365966),VENEZ_2023,,,9.131299746562744,10.99,False,True,0.6343424223743533,-4.2174652659099365e-10,True
63.0,105.84,1.092092691555707,63.0,132299,1.0,1.0,7357.4813542855245,1124.6925118868387,0.0003305314466095,8.5,23.0,14.5,11.338151658767774,2.838151658767773,14.5,0.0094841269841306,0.1840000000007279,0.0003857142857085,0.1193333333338054,6.911217437611269e-07,0.0054000000000534,-6.911217436149453e-07,0.0082777777777803,6300.000000000081,3180.104516129073,3285.0232258064934,3914.5354838710177,3127.645161290362,1370.2567741935654,8.510730322598075,11.75951999999595,10.88484516129029,12.024612903242907,9.427009032257995,61302000051,61302000050601,528.803,2823.532026235184,10.651219,734.4309677419446,1809.8477419355077,0.001389448459678,0.0014781046060046,4.203680085300927,4.471903115926212,4.337791600613569,0.2396942090012777,0.2645827126783645,0.2521384608398211,10.651219,0.0821196934083939,0.2438785523971399,0.1629991229027669,0.7070562269866153,False,POINT (-8051258.127329792 1004856.3746001265),VENEZ_2023,8.69414770659727,8.69414770659727,9.20648448689157,11.75951999999595,False,False,0.7070562262350012,-7.516141042884782e-10,True
94.0,45.387755102040806,1.132388179034878,94.0,132726,1.0,1.0,7355.749773876439,1246.183050850604,0.0003305314466095,7.7,16.39,8.690000000000001,10.797165605095543,3.097165605095541,8.690000000000001,0.0050181043663637,0.1183333333350033,0.000404685835993,0.1183333333350033,1.424501436835146e-07,0.0038111111112227,9.259259257941764e-07,0.0038111111112227,9390.000000000337,4739.870064516298,4876.70154838727,5169.911870967927,4524.8491612904845,2140.0718709678185,8.5,11.302164086021126,10.6299118709681,12.17171694623654,7.946714580645321,61302000051,61302000050621,528.803,2823.532026235184,10.505183,430.0418064516289,2599.7981935484795,0.0022927303747137,0.0017716548966498,6.936496960370844,5.3600191897715534,6.148258075071199,0.1917429729558883,0.274516672396956,0.2331298226764221,10.505183,0.0639924325976069,0.4021826526573805,0.2330875426274937,1.433082369177018,False,POINT (-8051491.847097194 1004555.0293929317),VENEZ_2023,9.027788610503606,9.027788610503606,9.287869066155467,11.302164086021126,False,False,1.4330823661579908,-3.019027250417139e-09,True
94.0,45.387755102040806,1.1741264584806668,94.0,133123,1.0,1.0,7353.7033606657,1842.083266402548,0.0003305314466095,7.67,13.46,5.790000000000001,10.716624203821654,3.0466242038216564,5.790000000000001,0.0033546325878561,0.1249999999996021,0.0005111821086223,0.1249999999996021,-3.075943896278777e-16,0.0041666666666401,9.800544762980787e-17,0.0041666666666401,9390.00000000035,4700.775354838885,4114.354709677573,2237.8086451613744,4857.154193548569,5873.61664516151,8.5,11.428548430107394,8.00561729032297,12.183439139784696,11.18,61302000051,61302000050641,528.803,2823.532026235184,10.505183,2462.96670967751,1172.8412903226254,0.0018240592131922,0.0009871876105263,5.518564820088707,2.98666774569446,4.252616282891584,0.1965888274157532,0.2684477098052652,0.2325182686105092,10.505183,0.3258326047042135,0.0955184826180273,0.2106755436611204,0.8959222479996095,False,POINT (-8051427.954950244 1004157.4066122021),VENEZ_2023,8.76460778635762,8.76460778635762,9.36334682234949,11.428548430107394,False,False,0.8959222473803174,-6.192920620762266e-10,True
78.0,517.3469387755102,1.1741264584806668,78.0,133527,1.0,1.0,7351.6569474549615,1842.083266402548,0.0003305314466095,7.85,13.01,5.16,10.747624521072796,2.8976245210727973,5.16,0.0032820512820552,0.110999999999226,0.0006000000000129,0.1043333333358289,4.2900043228298875e-08,0.0035555555555015,4.2900043467744296e-08,0.0036999999999524,7799.999999999801,3872.322580645063,4050.934193548285,5073.891612903099,3661.2361290321655,2459.6670967741316,8.5,11.70595182795893,11.18,12.35835182795685,9.430665806451143,61302000051,61302000050661,528.803,2823.532026235184,11.046813,1201.5690322580351,1412.6554838709317,0.0005141483091021,0.0024365524913432,1.555520100662575,7.371620813501055,4.463570457081815,0.2051269577850624,0.2641847149859782,0.2346558363855203,11.046813,0.0476111823345729,0.2650253988644242,0.1563182905994986,0.6977377044198076,False,POINT (-8051447.305435023 1003760.3984872459),VENEZ_2023,15.032223261463203,15.032223261463203,9.439952684048452,11.70595182795893,False,False,0.6977377038214518,-5.983558093447526e-10,True
67.0,49.25,3.3956394119730757,67.0,134523,1.0,1.0,7346.777039029354,902.2802796601565,0.0003305314466095,9.0,13.19,4.1899999999999995,11.69125,2.69125,4.1899999999999995,0.0074140508221318,0.1253333333332972,0.0003019431988143,0.1183333333332992,1.7517517521576216e-06,0.0039444444444421,-1.7517517515724356e-06,0.0067444444444405,6689.999999999862,3390.8948387096066,3544.0886451612164,4031.5234838708834,,,9.090676989204264,12.050459827956535,11.303841161290222,,,61302000051,61302000050711,528.803,2823.532026235184,12.3061905,640.6286451612768,,0.0015317302044126,,4.634143649945165,,4.634143649945165,0.1968584592297608,,0.1968584592297608,12.3061905,0.0606701697545079,,0.0606701697545079,0.2811542824857521,True,POINT (-8052258.087843237 1003261.2458742539),VENEZ_2023,10.397866842501353,10.397866842501353,9.627882127138616,12.050459827956535,False,True,0.2811542819089482,-5.768038269238217e-10,True
105.0,202.0,2.091908811410453,105.0,136699,1.0,1.0,7336.702389376486,1022.012666905203,0.0003305314466095,9.0,13.44,4.4399999999999995,11.275914285714284,2.2759142857142853,4.4399999999999995,0.0049025787965615,0.1300000000020533,3.9159503365109654e-05,0.1300000000020533,-1.2452107277461573e-06,0.0043333333334702,-4.7573435493742815e-06,0.0043333333334702,10469.99999999973,5350.417677419218,5132.461548386966,3170.8563870966927,6244.037806451453,7115.862322580462,9.0,12.890666709677983,9.749143612903213,11.636729677418964,11.33,61302000051,61302000050821,528.803,2823.532026235184,9.937191,2179.5612903225256,1765.444645161244,0.0016015063363245,0.0003518250191323,4.84524650453787,1.0644222289324432,2.9548343667351564,0.2875406691392748,0.1613544025918149,0.2244475358655448,9.937191,0.316137940467761,0.0308668392726842,0.1735023898702226,0.5126708246194102,False,POINT (-8051362.235446585 1002886.0581486482),VENEZ_2023,25.873507890601175,25.873507890601175,10.033320160173204,11.636729677418964,False,False,0.5126708242992155,-3.2019464857313546e-10,True
39.0,275.22222222222223,1.4006266041977968,39.0,137098,1.0,1.0,7334.9708089674,1267.0600159584135,0.0003305314466095,9.0,12.56,3.5600000000000005,11.229538461538462,2.2295384615384615,3.5600000000000005,0.0039741602067431,0.1070000000013154,0.0006046511627884,0.0990000000012163,4.340277795240793e-07,0.003444444444529,4.340277773311976e-07,0.0035666666666483,3869.9999999995903,2009.8865806449487,2227.4055483868615,3194.1565161286944,1711.8050322578836,422.80374193543935,9.0,12.0176574193551,11.325281161290455,12.296389935484097,9.701869161290263,61302000051,61302000050841,528.803,2823.532026235184,11.195417,1184.2699354837457,1587.0828387095094,0.0007161888433023,0.0020128147207145,2.1667797441024805,6.0896315353997625,4.128205639751122,0.1706858658091859,0.1955828853779074,0.1831343755935466,11.195417,0.0618446153515,0.2317484711997626,0.1467965432756313,0.6060063183576941,False,POINT (-8051522.655646487 1002554.2484148981),VENEZ_2023,,,10.10675797561522,12.0176574193551,False,False,0.606006317846431,-5.112631429327053e-10,True
94.0,0.0,1.4235976940309083,94.0,137527,1.0,1.0,7333.081812157488,1314.8977350687014,0.0003305314466095,7.0,14.64,7.640000000000001,11.24716560509554,4.247165605095541,7.640000000000001,0.0080734824281211,0.1493333333343384,0.0001118210862632,0.1493333333343384,-1.1823361822979776e-05,0.0049777777778447,1.182336182347872e-05,0.0049777777778447,9389.99999999999,4681.227999999997,4231.638838709674,3840.691741935482,,,9.0,12.304916516128811,11.89,,,61302000051,61302000050861,528.803,2823.532026235184,10.505183,840.5362580645156,,0.0010613111556297,,3.210923397807832,,3.210923397807832,0.2017539118079779,,0.2017539118079779,10.505183,0.0394963625220817,,0.0394963625220817,0.1268197948748439,True,POINT (-8051215.876856131 1002308.919048447),VENEZ_2023,12.449422879531008,12.449422879531008,10.185454751620142,12.304916516128811,False,True,0.1268197945504527,-3.2439118058391614e-10,True
